"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Keskituulen nopeus [m/s]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Lappeenranta Lepola","2024","4","29","11:00","18.2","18.6","17.8","42","-","-","-","-","0","1026.2"
"Lappeenranta Lepola","2024","4","29","12:00","18.4","18.8","18.2","40","-","-","-","-","0","1025.9"
"Lappeenranta Lepola","2024","4","29","13:00","18.5","19","18","40","-","-","-","-","0","1025.3"
"Lappeenranta Lepola","2024","4","29","14:00","19","19.2","18.8","35","-","-","-","-","0","1024.8"
"Lappeenranta Lepola","2024","4","29","15:00","18.7","18.9","18.4","34","-","-","-","-","0","1024.3"
"Lappeenranta Lepola","2024","4","29","16:00","18.2","18.4","18","37","-","-","-","-","0","1023.5"
"Lappeenranta Lepola","2024","4","29","17:00","17.6","18","16.9","42","-","-","-","-","0","1022.9"
"Lappeenranta Lepola","2024","4","29","18:00","16.4","16.9","15.9","48","-","-","-","-","0","1022.5"
"Lappeenranta Lepola","2024","4","29","19:00","15.5","15.9","15.3","51","-","-","-","-","0","1022.5"
"Lappeenranta Lepola","2024","4","29","20:00","15.2","15.3","14.8","54","-","-","-","-","0","1022.1"
"Lappeenranta Lepola","2024","4","29","21:00","14.4","14.8","14","61","-","-","-","-","0","1021.8"
"Lappeenranta Lepola","2024","4","29","22:00","13","14.1","12.3","71","-","-","-","-","0.3","1021.9"
"Lappeenranta Lepola","2024","4","29","23:00","12","12.5","11.5","79","-","-","-","-","0.1","1021.7"
"Lappeenranta Lepola","2024","4","30","00:00","11.5","11.6","11.3","84","-","-","-","-","0","1021.6"
"Lappeenranta Lepola","2024","4","30","01:00","11.3","11.6","11","83","-","-","-","-","0","1021.9"
"Lappeenranta Lepola","2024","4","30","02:00","10.9","11","10.6","83","-","-","-","-","0","1022.2"
"Lappeenranta Lepola","2024","4","30","03:00","10.4","10.8","10.1","85","-","-","-","-","0","1022.7"
"Lappeenranta Lepola","2024","4","30","04:00","10","10.1","9.9","81","-","-","-","-","0","1023.3"
"Lappeenranta Lepola","2024","4","30","05:00","10.3","10.7","10.1","79","-","-","-","-","0","1023.8"
"Lappeenranta Lepola","2024","4","30","06:00","11.4","11.9","10.6","72","-","-","-","-","0","1024"
"Lappeenranta Lepola","2024","4","30","07:00","12.2","12.8","11.7","60","-","-","-","-","0","1024.3"
"Lappeenranta Lepola","2024","4","30","08:00","13.1","13.6","12.7","51","-","-","-","-","0","1024.5"
"Lappeenranta Lepola","2024","4","30","09:00","14.2","14.8","13.6","45","-","-","-","-","0","1024.6"
"Lappeenranta Lepola","2024","4","30","10:00","14.6","15","14.3","40","-","-","-","-","0","1024.7"
"Lappeenranta Lepola","2024","4","30","11:00","15.1","15.4","14.8","39","-","-","-","-","0","1025.1"
"Lappeenranta Lepola","2024","4","30","12:00","15.6","16","15.1","38","-","-","-","-","0","1025.3"
"Lappeenranta Lepola","2024","4","30","13:00","15.8","16.4","15.4","38","-","-","-","-","0","1025.4"
"Lappeenranta Lepola","2024","4","30","14:00","15.8","16","15.6","37","-","-","-","-","0","1025.5"
"Lappeenranta Lepola","2024","4","30","15:00","15.8","16.1","15.6","38","-","-","-","-","0","1025.5"
"Lappeenranta Lepola","2024","4","30","16:00","15.6","15.9","15.5","40","-","-","-","-","0","1025.5"
"Lappeenranta Lepola","2024","4","30","17:00","15.1","15.5","14.8","43","-","-","-","-","0","1025.5"
"Lappeenranta Lepola","2024","4","30","18:00","14.2","14.8","13.5","46","-","-","-","-","0","1025.9"
"Lappeenranta Lepola","2024","4","30","19:00","12","13.5","11","57","-","-","-","-","0","1026.7"
"Lappeenranta Lepola","2024","4","30","20:00","10","11","9.1","66","-","-","-","-","0","1027.4"
"Lappeenranta Lepola","2024","4","30","21:00","8.4","9.1","7.8","69","-","-","-","-","0","1028"
"Lappeenranta Lepola","2024","4","30","22:00","7.3","7.9","6.8","69","-","-","-","-","0","1028.6"
"Lappeenranta Lepola","2024","4","30","23:00","6.3","6.8","5.8","72","-","-","-","-","0","1029"
"Lappeenranta Lepola","2024","5","1","00:00","5.3","5.8","4.9","74","-","-","-","-","0","1029.3"
"Lappeenranta Lepola","2024","5","1","01:00","4.5","4.9","4","75","-","-","-","-","0","1029.6"
"Lappeenranta Lepola","2024","5","1","02:00","3.8","4","3.6","78","-","-","-","-","0","1029.8"
"Lappeenranta Lepola","2024","5","1","03:00","3.4","3.6","3.2","80","-","-","-","-","0","1029.9"
"Lappeenranta Lepola","2024","5","1","04:00","3.6","3.9","3.3","79","-","-","-","-","0","1030.1"
"Lappeenranta Lepola","2024","5","1","05:00","4.3","4.7","3.7","74","-","-","-","-","0","1030.1"
"Lappeenranta Lepola","2024","5","1","06:00","5.4","6","4.7","69","-","-","-","-","0","1029.9"
"Lappeenranta Lepola","2024","5","1","07:00","6.4","7.2","5.8","64","-","-","-","-","0","1029.9"
"Lappeenranta Lepola","2024","5","1","08:00","7.6","8.3","6.8","60","-","-","-","-","0","1029.9"
"Lappeenranta Lepola","2024","5","1","09:00","8.5","9","8","57","-","-","-","-","0","1029.8"
"Lappeenranta Lepola","2024","5","1","10:00","9.4","9.9","8.8","54","-","-","-","-","0","1029.5"
"Lappeenranta Lepola","2024","5","1","11:00","10.3","10.7","9.8","50","-","-","-","-","0","1029.3"
"Lappeenranta Lepola","2024","5","1","12:00","11.2","11.6","10.6","45","-","-","-","-","0","1029"
"Lappeenranta Lepola","2024","5","1","13:00","11.6","11.9","11.2","43","-","-","-","-","0","1028.5"
"Lappeenranta Lepola","2024","5","1","14:00","12.1","12.3","11.7","41","-","-","-","-","0","1028"
"Lappeenranta Lepola","2024","5","1","15:00","12.2","12.5","12","41","-","-","-","-","0","1027.6"
"Lappeenranta Lepola","2024","5","1","16:00","12.1","12.4","11.9","42","-","-","-","-","0","1027.1"
"Lappeenranta Lepola","2024","5","1","17:00","11.7","12","11.3","45","-","-","-","-","0","1026.7"
"Lappeenranta Lepola","2024","5","1","18:00","10.4","11.3","9.6","52","-","-","-","-","0","1027"
"Lappeenranta Lepola","2024","5","1","19:00","8.9","9.6","8.4","58","-","-","-","-","0","1027.2"
"Lappeenranta Lepola","2024","5","1","20:00","8","8.5","6.9","60","-","-","-","-","0","1027.3"
"Lappeenranta Lepola","2024","5","1","21:00","6.6","7","6.2","64","-","-","-","-","0","1027.3"
"Lappeenranta Lepola","2024","5","1","22:00","5.6","6.2","5.3","68","-","-","-","-","0","1027.3"
"Lappeenranta Lepola","2024","5","1","23:00","4.9","5.3","4.5","72","-","-","-","-","0","1027.2"
"Lappeenranta Lepola","2024","5","2","00:00","4.6","4.8","4.4","74","-","-","-","-","0","1027"
"Lappeenranta Lepola","2024","5","2","01:00","4.6","4.8","4.2","77","-","-","-","-","0","1027"
"Lappeenranta Lepola","2024","5","2","02:00","4.3","4.7","4","79","-","-","-","-","0","1026.9"
"Lappeenranta Lepola","2024","5","2","03:00","4.2","4.4","4","80","-","-","-","-","0","1026.7"
"Lappeenranta Lepola","2024","5","2","04:00","4.7","5.3","4.3","81","-","-","-","-","0","1026.9"
"Lappeenranta Lepola","2024","5","2","05:00","6.4","7","5.4","69","-","-","-","-","0","1026.8"
"Lappeenranta Lepola","2024","5","2","06:00","7.7","8.4","7","56","-","-","-","-","0","1026.5"
"Lappeenranta Lepola","2024","5","2","07:00","9.4","10.3","8.2","50","-","-","-","-","0","1026.2"
"Lappeenranta Lepola","2024","5","2","08:00","10.8","11.6","10","44","-","-","-","-","0","1026.1"
"Lappeenranta Lepola","2024","5","2","09:00","11.8","12.3","11","35","-","-","-","-","0","1025.6"
"Lappeenranta Lepola","2024","5","2","10:00","12.5","13","12","36","-","-","-","-","0","1025"
"Lappeenranta Lepola","2024","5","2","11:00","12.7","13.3","12.2","35","-","-","-","-","0","1024.8"
"Lappeenranta Lepola","2024","5","2","12:00","13.1","13.7","12.8","32","-","-","-","-","0","1024.5"
"Lappeenranta Lepola","2024","5","2","13:00","13.5","14.1","13.2","32","-","-","-","-","0","1024"
"Lappeenranta Lepola","2024","5","2","14:00","13.5","13.8","13.2","33","-","-","-","-","0","1023.7"
"Lappeenranta Lepola","2024","5","2","15:00","13.6","13.9","13.3","33","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","5","2","16:00","13.4","13.6","13.2","34","-","-","-","-","0","1022.8"
"Lappeenranta Lepola","2024","5","2","17:00","13.2","13.4","13.1","35","-","-","-","-","0","1022.4"
"Lappeenranta Lepola","2024","5","2","18:00","12.3","13.1","10.9","39","-","-","-","-","0","1022.3"
"Lappeenranta Lepola","2024","5","2","19:00","11.1","11.7","10.8","42","-","-","-","-","0","1022.2"
"Lappeenranta Lepola","2024","5","2","20:00","10.5","11","10","44","-","-","-","-","0","1022.2"
"Lappeenranta Lepola","2024","5","2","21:00","10.1","10.2","9.8","49","-","-","-","-","0","1022.4"
"Lappeenranta Lepola","2024","5","2","22:00","9.1","10.1","7.7","51","-","-","-","-","0","1022.7"
"Lappeenranta Lepola","2024","5","2","23:00","7.4","7.8","7.2","61","-","-","-","-","0","1023"
"Lappeenranta Lepola","2024","5","3","00:00","7.1","7.4","6.9","61","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","5","3","01:00","6.5","6.9","6.2","62","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","5","3","02:00","5.8","6.2","5.5","65","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","5","3","03:00","5.2","5.5","5.1","64","-","-","-","-","0","1023"
"Lappeenranta Lepola","2024","5","3","04:00","5","5.1","4.9","65","-","-","-","-","0","1022.9"
"Lappeenranta Lepola","2024","5","3","05:00","5","5.2","4.9","66","-","-","-","-","0","1023"
"Lappeenranta Lepola","2024","5","3","06:00","5.1","5.3","5","67","-","-","-","-","0","1023"
"Lappeenranta Lepola","2024","5","3","07:00","5.9","6.8","5.3","68","-","-","-","-","0","1022.8"
"Lappeenranta Lepola","2024","5","3","08:00","7.3","8","6.8","65","-","-","-","-","0","1022.5"
"Lappeenranta Lepola","2024","5","3","09:00","7.9","8.4","7.6","68","-","-","-","-","0","1022.1"
"Lappeenranta Lepola","2024","5","3","10:00","9.4","11","8.4","66","-","-","-","-","0","1021.5"
"Lappeenranta Lepola","2024","5","3","11:00","11.3","12","10.3","56","-","-","-","-","0","1020.6"
"Lappeenranta Lepola","2024","5","3","12:00","13.1","13.8","11.9","51","-","-","-","-","0","1019.8"
"Lappeenranta Lepola","2024","5","3","13:00","13.7","13.9","13.3","47","-","-","-","-","0","1019.1"
"Lappeenranta Lepola","2024","5","3","14:00","14","14.1","13.6","43","-","-","-","-","0","1018.7"
"Lappeenranta Lepola","2024","5","3","15:00","14.2","14.5","13.8","44","-","-","-","-","0","1018.5"
"Lappeenranta Lepola","2024","5","3","16:00","13.5","14.3","13.4","48","-","-","-","-","0","1018.3"
"Lappeenranta Lepola","2024","5","3","17:00","12.1","13.6","10.7","57","-","-","-","-","0","1018.1"
"Lappeenranta Lepola","2024","5","3","18:00","9.7","10.6","9.1","66","-","-","-","-","0","1018.1"
"Lappeenranta Lepola","2024","5","3","19:00","8.5","9.1","7.8","70","-","-","-","-","0","1018.2"
"Lappeenranta Lepola","2024","5","3","20:00","7.3","7.8","6.9","73","-","-","-","-","0","1018.1"
"Lappeenranta Lepola","2024","5","3","21:00","6","6.8","5.1","78","-","-","-","-","0","1018"
"Lappeenranta Lepola","2024","5","3","22:00","4.6","5.1","4.2","85","-","-","-","-","0","1017.6"
"Lappeenranta Lepola","2024","5","3","23:00","3.8","4.2","3.5","88","-","-","-","-","0","1017.2"
"Lappeenranta Lepola","2024","5","4","00:00","3.3","3.5","3.1","91","-","-","-","-","0","1016.6"
"Lappeenranta Lepola","2024","5","4","01:00","3","3.1","3","92","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","5","4","02:00","3.2","3.3","3","92","-","-","-","-","0","1015.5"
"Lappeenranta Lepola","2024","5","4","03:00","3.4","3.5","3.2","93","-","-","-","-","0","1014.7"
"Lappeenranta Lepola","2024","5","4","04:00","3.9","4.4","3.6","91","-","-","-","-","0","1014.2"
"Lappeenranta Lepola","2024","5","4","05:00","5.7","6.8","4.5","85","-","-","-","-","0","1013.4"
"Lappeenranta Lepola","2024","5","4","06:00","8.2","9.6","6.7","74","-","-","-","-","0","1012.5"
"Lappeenranta Lepola","2024","5","4","07:00","11.7","14.2","9.7","60","-","-","-","-","0","1011.4"
"Lappeenranta Lepola","2024","5","4","08:00","14.1","14.5","13.6","46","-","-","-","-","0","1010.5"
"Lappeenranta Lepola","2024","5","4","09:00","14.6","15.1","14.3","47","-","-","-","-","0","1009.9"
"Lappeenranta Lepola","2024","5","4","10:00","13","15.1","11.3","62","-","-","-","-","0.3","1009.7"
"Lappeenranta Lepola","2024","5","4","11:00","13.2","15.2","11.4","68","-","-","-","-","0","1008.7"
"Lappeenranta Lepola","2024","5","4","12:00","16.3","17.9","14.7","51","-","-","-","-","0","1007.7"
"Lappeenranta Lepola","2024","5","4","13:00","16.9","17.8","16","44","-","-","-","-","0","1007.1"
"Lappeenranta Lepola","2024","5","4","14:00","16.4","17.9","13.9","48","-","-","-","-","0","1006.6"
"Lappeenranta Lepola","2024","5","4","15:00","14.3","14.9","13.8","59","-","-","-","-","0","1006.9"
"Lappeenranta Lepola","2024","5","4","16:00","13.9","14.6","13.2","58","-","-","-","-","0","1007.3"
"Lappeenranta Lepola","2024","5","4","17:00","12.9","13.2","12.7","53","-","-","-","-","0","1007.8"
"Lappeenranta Lepola","2024","5","4","18:00","12.4","12.7","11.9","53","-","-","-","-","0","1008"
"Lappeenranta Lepola","2024","5","4","19:00","10.9","11.9","9.4","57","-","-","-","-","0","1008.1"
"Lappeenranta Lepola","2024","5","4","20:00","9.1","9.7","8.6","64","-","-","-","-","0","1008.1"
"Lappeenranta Lepola","2024","5","4","21:00","8.5","9.1","8.2","67","-","-","-","-","0","1008.5"
"Lappeenranta Lepola","2024","5","4","22:00","8.3","8.5","8.1","71","-","-","-","-","0","1009.1"
"Lappeenranta Lepola","2024","5","4","23:00","7.9","8.3","7.6","67","-","-","-","-","0","1009.4"
"Lappeenranta Lepola","2024","5","5","00:00","7.3","7.7","6.5","63","-","-","-","-","0","1009.8"
"Lappeenranta Lepola","2024","5","5","01:00","5.7","6.4","5.2","67","-","-","-","-","0","1010.2"
"Lappeenranta Lepola","2024","5","5","02:00","4.8","5.2","4.4","72","-","-","-","-","0","1010.3"
"Lappeenranta Lepola","2024","5","5","03:00","4.1","4.4","3.9","77","-","-","-","-","0","1010.7"
"Lappeenranta Lepola","2024","5","5","04:00","3.9","4","3.8","77","-","-","-","-","0","1011.4"
"Lappeenranta Lepola","2024","5","5","05:00","3.9","4.2","3.6","76","-","-","-","-","0","1011.8"
"Lappeenranta Lepola","2024","5","5","06:00","4.1","4.6","3.6","73","-","-","-","-","0","1012.1"
"Lappeenranta Lepola","2024","5","5","07:00","5","5.9","4.2","68","-","-","-","-","0","1012.4"
"Lappeenranta Lepola","2024","5","5","08:00","6.3","7","5.6","61","-","-","-","-","0","1012.6"
"Lappeenranta Lepola","2024","5","5","09:00","7","7.5","6.4","55","-","-","-","-","0","1012.7"
"Lappeenranta Lepola","2024","5","5","10:00","7.6","8.1","7.1","49","-","-","-","-","0","1012.9"
"Lappeenranta Lepola","2024","5","5","11:00","7.8","8.4","7.4","48","-","-","-","-","0","1012.9"
"Lappeenranta Lepola","2024","5","5","12:00","7.8","8.5","7.2","48","-","-","-","-","0","1013"
"Lappeenranta Lepola","2024","5","5","13:00","7.7","8.2","7.4","48","-","-","-","-","0","1012.9"
"Lappeenranta Lepola","2024","5","5","14:00","7.7","8.1","7.4","48","-","-","-","-","0","1012.9"
"Lappeenranta Lepola","2024","5","5","15:00","7.7","8","7.5","48","-","-","-","-","0","1012.8"
"Lappeenranta Lepola","2024","5","5","16:00","7.3","7.6","7","52","-","-","-","-","0","1012.9"
"Lappeenranta Lepola","2024","5","5","17:00","6.6","7.1","6.2","56","-","-","-","-","0","1013"
"Lappeenranta Lepola","2024","5","5","18:00","5.9","6.1","5.7","60","-","-","-","-","0","1013.3"
"Lappeenranta Lepola","2024","5","5","19:00","5.4","5.7","4.9","57","-","-","-","-","0","1013.6"
"Lappeenranta Lepola","2024","5","5","20:00","4.4","4.9","4.1","57","-","-","-","-","0","1013.8"
"Lappeenranta Lepola","2024","5","5","21:00","4.1","4.1","4","57","-","-","-","-","0","1014"
"Lappeenranta Lepola","2024","5","5","22:00","3.8","4.1","3.6","54","-","-","-","-","0","1014.3"
"Lappeenranta Lepola","2024","5","5","23:00","3.4","3.7","3","55","-","-","-","-","0","1014.3"
"Lappeenranta Lepola","2024","5","6","00:00","2.8","3","2.6","61","-","-","-","-","0","1014.4"
"Lappeenranta Lepola","2024","5","6","01:00","2.4","2.6","2.1","65","-","-","-","-","0","1014.6"
"Lappeenranta Lepola","2024","5","6","02:00","2.2","2.5","2","67","-","-","-","-","0","1014.7"
"Lappeenranta Lepola","2024","5","6","03:00","2.4","2.9","2.3","69","-","-","-","-","0","1014.8"
"Lappeenranta Lepola","2024","5","6","04:00","2.9","2.9","2.8","68","-","-","-","-","0","1015"
"Lappeenranta Lepola","2024","5","6","05:00","3.2","3.4","2.8","66","-","-","-","-","0","1015.1"
"Lappeenranta Lepola","2024","5","6","06:00","3.4","3.7","3.1","62","-","-","-","-","0","1015.3"
"Lappeenranta Lepola","2024","5","6","07:00","3.5","3.9","3.1","57","-","-","-","-","0","1015.5"
"Lappeenranta Lepola","2024","5","6","08:00","3.6","4.2","3.2","55","-","-","-","-","0","1015.5"
"Lappeenranta Lepola","2024","5","6","09:00","4.4","4.9","3.9","50","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","5","6","10:00","4.4","4.9","4","49","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","5","6","11:00","4.9","5.3","4.3","45","-","-","-","-","0","1015.3"
"Lappeenranta Lepola","2024","5","6","12:00","5.2","5.7","4.8","40","-","-","-","-","0","1015.2"
"Lappeenranta Lepola","2024","5","6","13:00","5.2","5.5","4.8","38","-","-","-","-","0","1015"
"Lappeenranta Lepola","2024","5","6","14:00","5.1","5.3","4.9","39","-","-","-","-","0","1014.8"
"Lappeenranta Lepola","2024","5","6","15:00","5.3","5.9","4.9","38","-","-","-","-","0","1014.6"
"Lappeenranta Lepola","2024","5","6","16:00","4.9","5.2","4.8","40","-","-","-","-","0","1014.7"
"Lappeenranta Lepola","2024","5","6","17:00","4.6","4.8","4.5","42","-","-","-","-","0","1014.9"
"Lappeenranta Lepola","2024","5","6","18:00","4.3","4.5","4.1","43","-","-","-","-","0","1015.1"
"Lappeenranta Lepola","2024","5","6","19:00","4","4.1","3.8","45","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","5","6","20:00","3.7","3.9","3.6","45","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","5","6","21:00","3.4","3.6","3.3","47","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","5","6","22:00","3.3","3.4","3.1","48","-","-","-","-","0","1015.5"
"Lappeenranta Lepola","2024","5","6","23:00","3.1","3.2","3.1","46","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","5","7","00:00","3","3.1","2.9","47","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","5","7","01:00","2.9","3","2.8","48","-","-","-","-","0","1015.5"
"Lappeenranta Lepola","2024","5","7","02:00","2.7","2.8","2.7","51","-","-","-","-","0","1015.6"
"Lappeenranta Lepola","2024","5","7","03:00","2.7","2.8","2.6","54","-","-","-","-","0","1015.6"
"Lappeenranta Lepola","2024","5","7","04:00","2.7","2.8","2.6","58","-","-","-","-","0","1015.8"
"Lappeenranta Lepola","2024","5","7","05:00","3.1","3.4","2.8","55","-","-","-","-","0","1015.7"
"Lappeenranta Lepola","2024","5","7","06:00","3.4","3.7","3.2","52","-","-","-","-","0","1015.9"
"Lappeenranta Lepola","2024","5","7","07:00","3.7","4","3.4","45","-","-","-","-","0","1016"
"Lappeenranta Lepola","2024","5","7","08:00","3.9","4.3","3.6","42","-","-","-","-","0","1016"
"Lappeenranta Lepola","2024","5","7","09:00","4","4.5","3.7","40","-","-","-","-","0","1016"
"Lappeenranta Lepola","2024","5","7","10:00","4.4","4.9","4","44","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","5","7","11:00","4.4","4.8","4","45","-","-","-","-","0","1016.3"
"Lappeenranta Lepola","2024","5","7","12:00","4.6","4.9","4.3","42","-","-","-","-","0","1016.4"
"Lappeenranta Lepola","2024","5","7","13:00","4.7","5.1","4.1","43","-","-","-","-","0","1016.4"
"Lappeenranta Lepola","2024","5","7","14:00","4.6","5.3","3.9","45","-","-","-","-","-","1016.6"
"Lappeenranta Lepola","2024","5","7","15:00","4.3","5.1","3.1","47","-","-","-","-","0","1016.9"
"Lappeenranta Lepola","2024","5","7","16:00","3","3.3","2.5","67","-","-","-","-","0","1017.5"
"Lappeenranta Lepola","2024","5","7","17:00","1.6","3.2","1","77","-","-","-","-","0","1018.1"
"Lappeenranta Lepola","2024","5","7","18:00","1.3","1.9","0.2","78","-","-","-","-","0","1018.5"
"Lappeenranta Lepola","2024","5","7","19:00","0.6","0.7","0.3","85","-","-","-","-","0","1019"
"Lappeenranta Lepola","2024","5","7","20:00","0.6","0.7","0.4","80","-","-","-","-","0","1019.6"
"Lappeenranta Lepola","2024","5","7","21:00","0.1","0.6","-0.2","79","-","-","-","-","0.2","1020.2"
"Lappeenranta Lepola","2024","5","7","22:00","-0.2","-0.1","-0.3","79","-","-","-","-","0","1020.8"
"Lappeenranta Lepola","2024","5","7","23:00","-0.4","-0.2","-0.6","74","-","-","-","-","0","1021.2"
"Lappeenranta Lepola","2024","5","8","00:00","-0.8","-0.6","-1","74","-","-","-","-","0","1021.8"
"Lappeenranta Lepola","2024","5","8","01:00","-1.1","-0.9","-1.2","69","-","-","-","-","0","1022.3"
