"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Jyväskylä lentoasema AWOS","2024","5","6","20:00","1.6","2.2","1.1","1.4","55","2.1","305","3","-","1017"
"Jyväskylä lentoasema AWOS","2024","5","6","21:00","2.1","2.3","1.7","1.8","51","2.5","356","3.5","-","1017.1"
"Jyväskylä lentoasema AWOS","2024","5","6","22:00","2.2","2.3","2.1","2.3","51","2.7","350","3.8","-","1017.2"
"Jyväskylä lentoasema AWOS","2024","5","6","23:00","1.9","2.1","1.6","2.1","53","2.5","346","3.2","-","1017.3"
"Jyväskylä lentoasema AWOS","2024","5","7","00:00","1.4","1.7","1","1.9","54","2.2","354","2.9","-","1017.5"
"Jyväskylä lentoasema AWOS","2024","5","7","01:00","0.5","1","-0.8","1.8","57","2.1","351","3.3","-","1017.6"
"Jyväskylä lentoasema AWOS","2024","5","7","02:00","-1.8","-0.9","-2.5","2.7","64","3.2","328","4.1","-","1017.9"
"Jyväskylä lentoasema AWOS","2024","5","7","03:00","0","0.5","-1.8","2.5","58","2.8","332","3.8","-","1017.9"
"Jyväskylä lentoasema AWOS","2024","5","7","04:00","0.7","1","0.4","2.6","57","2.9","325","4","-","1017.9"
"Jyväskylä lentoasema AWOS","2024","5","7","05:00","1.3","1.6","0.9","2.9","57","3.4","310","4.4","-","1017.9"
"Jyväskylä lentoasema AWOS","2024","5","7","06:00","2.1","2.5","1.5","4.5","50","4.9","328","7.2","-","1018"
"Jyväskylä lentoasema AWOS","2024","5","7","07:00","2.7","3.5","2.3","4.8","46","5.6","338","8.4","-","1018.1"
"Jyväskylä lentoasema AWOS","2024","5","7","08:00","2.9","3.5","2.6","5.3","45","5.9","344","9.5","-","1018.2"
"Jyväskylä lentoasema AWOS","2024","5","7","09:00","3.2","4","2.5","4.9","44","5.7","346","8.2","-","1018.3"
"Jyväskylä lentoasema AWOS","2024","5","7","10:00","3.4","4","3.1","5.4","41","6","342","8.4","-","1018.4"
"Jyväskylä lentoasema AWOS","2024","5","7","11:00","3.3","3.8","3","5.1","44","5.8","340","8.4","-","1018.6"
"Jyväskylä lentoasema AWOS","2024","5","7","12:00","3.7","4.7","3.2","5.4","44","6.3","326","8.4","-","1018.7"
"Jyväskylä lentoasema AWOS","2024","5","7","13:00","4.8","5.8","4","6","39","7","326","10.4","-","1018.5"
"Jyväskylä lentoasema AWOS","2024","5","7","14:00","4.5","5.5","3.7","6","43","7","351","11.1","-","1018.8"
"Jyväskylä lentoasema AWOS","2024","5","7","15:00","2.9","4.2","0.6","5.9","58","7.5","3","10.7","-","1019.7"
"Jyväskylä lentoasema AWOS","2024","5","7","16:00","1.8","2.7","0.9","3.5","78","5","342","7.1","-","1020.2"
"Jyväskylä lentoasema AWOS","2024","5","7","17:00","1.2","2.6","0.7","3.7","73","6.4","29","9.5","-","1021.2"
"Jyväskylä lentoasema AWOS","2024","5","7","18:00","1","1.5","0.4","3.7","70","4.4","24","6.2","-","1022"
"Jyväskylä lentoasema AWOS","2024","5","7","19:00","-0.2","0.3","-0.9","1.7","73","3.3","21","4.4","-","1022.8"
"Jyväskylä lentoasema AWOS","2024","5","7","20:00","-0.8","-0.5","-1","1.9","74","2.1","350","3.1","-","1023.4"
"Jyväskylä lentoasema AWOS","2024","5","7","21:00","-1.1","-0.7","-1.5","2.2","66","2.5","357","3.9","-","1023.9"
"Jyväskylä lentoasema AWOS","2024","5","7","22:00","-1.5","-1.2","-1.8","2.4","60","2.8","355","4.5","-","1024.6"
"Jyväskylä lentoasema AWOS","2024","5","7","23:00","-2.4","-1.7","-4.6","1.9","61","2.6","346","4.4","-","1025.1"
"Jyväskylä lentoasema AWOS","2024","5","8","00:00","-3.8","-3.1","-4.9","2","71","2.5","344","3.3","-","1025.5"
"Jyväskylä lentoasema AWOS","2024","5","8","01:00","-4.6","-3.4","-6.4","2.5","73","3","329","4.4","-","1026"
"Jyväskylä lentoasema AWOS","2024","5","8","02:00","-3.4","-3.2","-3.5","3.2","67","3.7","347","5.2","-","1026.5"
"Jyväskylä lentoasema AWOS","2024","5","8","03:00","-3.3","-2.9","-3.6","3.5","67","3.9","350","5.6","-","1026.8"
"Jyväskylä lentoasema AWOS","2024","5","8","04:00","-2.4","-1.9","-2.9","4.2","68","4.8","355","7.2","-","1027.2"
"Jyväskylä lentoasema AWOS","2024","5","8","05:00","-1.4","-0.6","-2","4.1","67","4.7","359","6.5","-","1027.7"
"Jyväskylä lentoasema AWOS","2024","5","8","06:00","-0.4","0.4","-0.9","4.7","57","5.8","3","8.1","-","1028.3"
"Jyväskylä lentoasema AWOS","2024","5","8","07:00","0.5","1.4","-0.1","5","54","5.5","5","8.1","-","1028.7"
"Jyväskylä lentoasema AWOS","2024","5","8","08:00","1.4","2.1","0.5","4.6","43","5.3","7","7.9","-","1028.9"
"Jyväskylä lentoasema AWOS","2024","5","8","09:00","2.3","3.6","1.4","4.9","36","6.2","359","9","-","1028.9"
"Jyväskylä lentoasema AWOS","2024","5","8","10:00","3.4","4.5","2.7","5.2","30","6.9","7","9.5","-","1028.7"
"Jyväskylä lentoasema AWOS","2024","5","8","11:00","4.2","5.2","3.3","4","31","5.2","26","7.3","-","1028.5"
"Jyväskylä lentoasema AWOS","2024","5","8","12:00","5.2","6.4","4.1","3.3","30","5.2","5","7.4","-","1028.1"
"Jyväskylä lentoasema AWOS","2024","5","8","13:00","5.9","6.4","4.8","3.8","28","5.4","342","9.4","-","1027.8"
"Jyväskylä lentoasema AWOS","2024","5","8","14:00","6.4","7.4","5.9","4.6","27","5.8","335","8.3","-","1027.4"
"Jyväskylä lentoasema AWOS","2024","5","8","15:00","6.7","7.3","6","4.4","27","5.5","337","7.8","-","1027.2"
"Jyväskylä lentoasema AWOS","2024","5","8","16:00","6.8","7.3","6.4","4.1","26","4.6","357","8.1","-","1026.9"
"Jyväskylä lentoasema AWOS","2024","5","8","17:00","6.6","7.1","6.3","3.8","26","4.7","360","6.6","-","1026.7"
"Jyväskylä lentoasema AWOS","2024","5","8","18:00","6.1","6.4","5.7","2.9","27","3.6","357","5.4","-","1026.5"
"Jyväskylä lentoasema AWOS","2024","5","8","19:00","3.8","5.8","0.9","1.5","35","2.2","335","2.3","-","1026.5"
"Jyväskylä lentoasema AWOS","2024","5","8","20:00","0.1","0.8","-0.8","0.7","53","0.9","285","1.2","-","1026.6"
"Jyväskylä lentoasema AWOS","2024","5","8","21:00","-1.7","-0.8","-2.8","0.8","61","1.4","306","1.6","-","1026.5"
"Jyväskylä lentoasema AWOS","2024","5","8","22:00","-2.8","-1.8","-4.2","0.9","66","1.4","308","2.4","-","1026.6"
"Jyväskylä lentoasema AWOS","2024","5","8","23:00","-3.6","-2.8","-4.8","0.7","69","1.7","318","2.7","-","1026.5"
"Jyväskylä lentoasema AWOS","2024","5","9","00:00","-4.3","-3.6","-5","0.4","74","0.9","288","1.1","-","1026.3"
"Jyväskylä lentoasema AWOS","2024","5","9","01:00","-4.4","-4","-4.8","0.5","78","1","296","1.3","-","1025.9"
"Jyväskylä lentoasema AWOS","2024","5","9","02:00","-4.4","-4.1","-4.8","0.7","84","0.9","335","1.1","-","1025.4"
"Jyväskylä lentoasema AWOS","2024","5","9","03:00","-3.5","-2.8","-4.1","0.5","79","0.7","353","0.8","-","1024.9"
"Jyväskylä lentoasema AWOS","2024","5","9","04:00","-2.2","-1.4","-2.8","0.2","78","0.3","40","0.9","-","1024.5"
"Jyväskylä lentoasema AWOS","2024","5","9","05:00","-0.1","0.8","-1.3","0.5","71","0.7","337","1","-","1023.9"
"Jyväskylä lentoasema AWOS","2024","5","9","06:00","1.8","3","0.5","0.5","61","0.7","55","1.2","-","1023.3"
"Jyväskylä lentoasema AWOS","2024","5","9","07:00","4.2","5.1","3.1","0.8","44","1.5","275","2.7","-","1022.7"
"Jyväskylä lentoasema AWOS","2024","5","9","08:00","5.3","5.9","4.7","1.3","28","2.2","314","3.7","-","1021.7"
"Jyväskylä lentoasema AWOS","2024","5","9","09:00","6.5","7.4","5.6","2","27","2.5","313","4.6","-","1020.9"
"Jyväskylä lentoasema AWOS","2024","5","9","10:00","6.8","7.4","6.2","2.3","27","3.5","275","5.5","-","1020.1"
"Jyväskylä lentoasema AWOS","2024","5","9","11:00","7.4","8.5","6.8","2.4","26","3.5","296","6","-","1019.2"
"Jyväskylä lentoasema AWOS","2024","5","9","12:00","8.4","9.7","7.3","2.8","26","4","290","6.9","-","1018.2"
"Jyväskylä lentoasema AWOS","2024","5","9","13:00","9","9.8","8.2","2","26","2.9","245","6.7","-","1017.2"
"Jyväskylä lentoasema AWOS","2024","5","9","14:00","9.7","10.6","9","2.7","28","3.4","277","6.7","-","1016.4"
"Jyväskylä lentoasema AWOS","2024","5","9","15:00","10","10.7","9.2","2.6","28","3.7","278","6.5","-","1015.4"
"Jyväskylä lentoasema AWOS","2024","5","9","16:00","10","10.5","9.6","2.7","31","3.8","249","6","-","1014.5"
"Jyväskylä lentoasema AWOS","2024","5","9","17:00","9.5","9.6","9.3","3.4","38","3.9","234","6.2","-","1013.7"
"Jyväskylä lentoasema AWOS","2024","5","9","18:00","8.8","9.3","8.3","2.3","42","3.2","228","4","-","1013"
"Jyväskylä lentoasema AWOS","2024","5","9","19:00","7.9","8.3","7.5","1.8","46","2.2","224","3.1","-","1012.4"
"Jyväskylä lentoasema AWOS","2024","5","9","20:00","7.2","7.5","6.6","2.2","51","3.1","251","5.3","-","1011.9"
"Jyväskylä lentoasema AWOS","2024","5","9","21:00","6.7","7.3","5.7","3","63","3.9","281","5.9","-","1011.7"
"Jyväskylä lentoasema AWOS","2024","5","9","22:00","5.1","5.8","4.7","2.4","84","2.9","278","4.3","-","1011.5"
"Jyväskylä lentoasema AWOS","2024","5","9","23:00","4.4","4.6","4.1","2.3","88","2.9","271","4.5","-","1011"
"Jyväskylä lentoasema AWOS","2024","5","10","00:00","3.8","4.1","3.5","2.3","91","2.7","264","3.9","-","1010.5"
"Jyväskylä lentoasema AWOS","2024","5","10","01:00","3.4","3.6","3.3","1.7","93","2.2","268","3.4","-","1010.1"
"Jyväskylä lentoasema AWOS","2024","5","10","02:00","3.3","3.3","3.2","1.3","96","1.7","265","2.5","-","1009.5"
"Jyväskylä lentoasema AWOS","2024","5","10","03:00","3.4","3.6","3.3","2.6","96","3.4","293","5.3","-","1009.2"
"Jyväskylä lentoasema AWOS","2024","5","10","04:00","3.6","3.7","3.6","3.9","93","4.8","311","6.8","-","1009"
"Jyväskylä lentoasema AWOS","2024","5","10","05:00","3.6","3.7","3.5","4.8","93","5.9","316","8.6","-","1009.4"
"Jyväskylä lentoasema AWOS","2024","5","10","06:00","3.7","4","3.5","6","92","6.6","321","8.9","-","1009.7"
"Jyväskylä lentoasema AWOS","2024","5","10","07:00","3.8","4.1","3.6","6.5","89","7.5","324","11.3","-","1010.2"
"Jyväskylä lentoasema AWOS","2024","5","10","08:00","4.3","4.8","3.7","6.3","82","7.3","321","11.8","-","1010.8"
"Jyväskylä lentoasema AWOS","2024","5","10","09:00","5.6","7.1","4.8","7.7","72","8.6","323","13.1","-","1011.1"
"Jyväskylä lentoasema AWOS","2024","5","10","10:00","8.2","10","6.7","8.7","52","9.9","323","14.4","-","1011.2"
"Jyväskylä lentoasema AWOS","2024","5","10","11:00","9.9","11.4","8.9","9.5","38","10.8","327","15.4","-","1011.3"
"Jyväskylä lentoasema AWOS","2024","5","10","12:00","10.5","11.4","9.4","9.7","34","10.8","326","15","-","1011.7"
"Jyväskylä lentoasema AWOS","2024","5","10","13:00","10.5","11.9","9.6","9.3","35","10.2","322","15.6","-","1012"
"Jyväskylä lentoasema AWOS","2024","5","10","14:00","9.7","10.6","9.3","9.5","35","10.7","334","14.8","-","1012.4"
"Jyväskylä lentoasema AWOS","2024","5","10","15:00","10.1","11","9.3","9","34","9.8","330","15.3","-","1012.6"
"Jyväskylä lentoasema AWOS","2024","5","10","16:00","9","9.5","7.6","9.5","38","10.9","336","16.8","-","1012.9"
"Jyväskylä lentoasema AWOS","2024","5","10","17:00","7","8.2","6.1","8.7","55","11","336","14.9","-","1013.8"
"Jyväskylä lentoasema AWOS","2024","5","10","18:00","5.8","6.7","5.1","10","60","11.8","337","16.9","-","1014.7"
"Jyväskylä lentoasema AWOS","2024","5","10","19:00","4.2","5.1","3.5","8.4","69","10.2","343","15.5","-","1015.7"
"Jyväskylä lentoasema AWOS","2024","5","10","20:00","3.3","3.8","2.9","5.5","78","7","346","9.9","-","1016.4"
"Jyväskylä lentoasema AWOS","2024","5","10","21:00","4","4.3","3.8","5.6","66","6.4","341","9.8","-","1016.7"
"Jyväskylä lentoasema AWOS","2024","5","10","22:00","4.2","4.4","3.7","4.5","65","6.6","334","8.7","-","1017"
"Jyväskylä lentoasema AWOS","2024","5","10","23:00","4","4.5","3.4","5.8","67","6.9","328","9.4","-","1017.3"
"Jyväskylä lentoasema AWOS","2024","5","11","00:00","4.7","5","4.3","6.5","63","7.2","337","10.3","-","1017.5"
"Jyväskylä lentoasema AWOS","2024","5","11","01:00","4.2","5","3.3","5.1","65","6.2","328","9","-","1017.7"
"Jyväskylä lentoasema AWOS","2024","5","11","02:00","1.6","3.3","0.5","4","78","4.6","316","6","-","1018.3"
"Jyväskylä lentoasema AWOS","2024","5","11","03:00","1.4","2.5","0.4","3.7","80","4.8","322","6.7","-","1018.7"
"Jyväskylä lentoasema AWOS","2024","5","11","04:00","3.3","4","2.5","5.4","68","6.1","333","9.9","-","1019"
"Jyväskylä lentoasema AWOS","2024","5","11","05:00","4.7","5.6","4","6.6","59","7.5","330","10.6","-","1019.2"
"Jyväskylä lentoasema AWOS","2024","5","11","06:00","6","6.8","5.3","7.8","49","8.5","338","12.8","-","1019.2"
"Jyväskylä lentoasema AWOS","2024","5","11","07:00","6.8","7.4","6.2","8.7","43","9.8","341","15.2","-","1019.4"
"Jyväskylä lentoasema AWOS","2024","5","11","08:00","7.7","8.9","7","9","39","10.9","332","14.9","-","1019.4"
"Jyväskylä lentoasema AWOS","2024","5","11","09:00","8.8","9.7","7.9","8.6","36","9.4","324","13.5","-","1019.5"
"Jyväskylä lentoasema AWOS","2024","5","11","10:00","9.7","11.1","8.9","8.2","32","9","329","13.4","-","1019.6"
"Jyväskylä lentoasema AWOS","2024","5","11","11:00","10.6","11.4","9.6","7.7","29","8.6","328","13.5","-","1019.7"
"Jyväskylä lentoasema AWOS","2024","5","11","12:00","11.5","12.2","10.4","7.9","29","8.8","323","13.5","-","1019.7"
"Jyväskylä lentoasema AWOS","2024","5","11","13:00","11.9","12.9","11","6.9","27","8.5","333","11.1","-","1019.8"
"Jyväskylä lentoasema AWOS","2024","5","11","14:00","11.9","12.6","11.3","6.3","27","7.3","341","10.9","-","1020"
"Jyväskylä lentoasema AWOS","2024","5","11","15:00","11.8","12.4","11.2","6.1","26","7.2","351","10.5","-","1020.1"
"Jyväskylä lentoasema AWOS","2024","5","11","16:00","11.2","12","10.7","6.2","26","6.8","350","9.4","-","1020.4"
"Jyväskylä lentoasema AWOS","2024","5","11","17:00","10.5","11","10","5.8","27","6.9","350","9.8","-","1020.6"
"Jyväskylä lentoasema AWOS","2024","5","11","18:00","9.6","10.1","9.1","4.5","30","5.1","349","7.2","-","1021"
"Jyväskylä lentoasema AWOS","2024","5","11","19:00","8.2","9","7","4","35","4.7","338","6.1","-","1021.6"
"Jyväskylä lentoasema AWOS","2024","5","11","20:00","5.4","7.3","3.8","3","44","3.5","326","4.5","-","1022"
"Jyväskylä lentoasema AWOS","2024","5","11","21:00","2.7","3.7","1.8","2.7","54","3.3","326","3.4","-","1022.4"
"Jyväskylä lentoasema AWOS","2024","5","11","22:00","2.3","3.4","1.3","1.7","55","2.2","333","2.8","-","1022.6"
"Jyväskylä lentoasema AWOS","2024","5","11","23:00","1.3","2.5","0.4","2.1","62","2.5","302","3","-","1023"
"Jyväskylä lentoasema AWOS","2024","5","12","00:00","0.7","1.1","-0.6","1.5","65","2","307","2.2","-","1023.2"
"Jyväskylä lentoasema AWOS","2024","5","12","01:00","0.2","0.6","-0.2","1.6","67","2.1","307","2.8","-","1023.3"
"Jyväskylä lentoasema AWOS","2024","5","12","02:00","-1","0","-2.2","2.1","74","2.3","290","2.5","-","1023.5"
"Jyväskylä lentoasema AWOS","2024","5","12","03:00","-0.9","0","-1.7","1.7","75","2.2","312","2.6","-","1023.6"
"Jyväskylä lentoasema AWOS","2024","5","12","04:00","1.3","2.7","-0.3","0.6","69","1.3","351","1.3","-","1023.7"
"Jyväskylä lentoasema AWOS","2024","5","12","05:00","4.6","6.6","2.9","0.9","55","1.3","8","2.5","-","1023.6"
"Jyväskylä lentoasema AWOS","2024","5","12","06:00","7.1","7.9","6.3","0.7","44","1.1","52","1.8","-","1023.5"
"Jyväskylä lentoasema AWOS","2024","5","12","07:00","8.5","9.3","7.8","1.9","40","2.3","268","4.3","-","1023.2"
"Jyväskylä lentoasema AWOS","2024","5","12","08:00","9.9","11.3","8.9","2.4","36","3.4","277","5.5","-","1022.9"
"Jyväskylä lentoasema AWOS","2024","5","12","09:00","10.9","11.6","10.3","2.2","35","3.1","268","5.3","-","1022.5"
"Jyväskylä lentoasema AWOS","2024","5","12","10:00","12.1","13.1","11.2","3.1","32","3.6","244","7.2","-","1022.1"
"Jyväskylä lentoasema AWOS","2024","5","12","11:00","12.8","13.3","12.1","3.5","32","4.4","270","7.8","-","1021.7"
"Jyväskylä lentoasema AWOS","2024","5","12","12:00","12.8","13.4","12","3.8","37","5","272","7.5","-","1021.5"
"Jyväskylä lentoasema AWOS","2024","5","12","13:00","11.8","12.2","11.3","3.1","50","4.4","284","5.1","-","1021.4"
"Jyväskylä lentoasema AWOS","2024","5","12","14:00","11.5","12","11.2","3.4","53","4","265","6.1","-","1021.1"
"Jyväskylä lentoasema AWOS","2024","5","12","15:00","11","11.5","10.6","3.6","50","4.5","254","6","-","1021"
"Jyväskylä lentoasema AWOS","2024","5","12","16:00","10.7","10.9","10.5","3.5","52","4.1","221","6.1","-","1020.7"
"Jyväskylä lentoasema AWOS","2024","5","12","17:00","10.7","10.9","10.5","3.6","52","4.1","249","6.4","-","1020.4"
"Jyväskylä lentoasema AWOS","2024","5","12","18:00","10.2","10.5","9.7","3.5","55","4.2","262","6.7","-","1020.4"
"Jyväskylä lentoasema AWOS","2024","5","12","19:00","9.1","9.6","8.5","3.1","68","4.3","269","6.1","-","1020.5"
"Jyväskylä lentoasema AWOS","2024","5","12","20:00","8.1","8.5","7.8","2.5","77","3.3","282","4.1","-","1020.7"
"Jyväskylä lentoasema AWOS","2024","5","12","21:00","7.6","7.8","7.4","2.4","79","2.9","287","4","-","1020.7"
"Jyväskylä lentoasema AWOS","2024","5","12","22:00","7.3","7.5","7.1","1.8","78","2.5","286","3.4","-","1020.7"
"Jyväskylä lentoasema AWOS","2024","5","12","23:00","7","7.2","6.8","0.9","79","1.2","291","1.9","-","1020.8"
"Jyväskylä lentoasema AWOS","2024","5","13","00:00","6.6","6.9","5.9","1.1","80","1.5","298","1.9","-","1020.8"
"Jyväskylä lentoasema AWOS","2024","5","13","01:00","5.3","6","4.9","0.5","85","0.9","330","1.2","-","1020.8"
"Jyväskylä lentoasema AWOS","2024","5","13","02:00","3.6","5.1","2.9","1","92","1.3","300","1.5","-","1021"
"Jyväskylä lentoasema AWOS","2024","5","13","03:00","3.9","4.6","3.3","0.6","93","0.9","258","1.8","-","1021.1"
"Jyväskylä lentoasema AWOS","2024","5","13","04:00","5.4","6.5","4.6","0.5","87","1.1","230","1.5","-","1021.1"
"Jyväskylä lentoasema AWOS","2024","5","13","05:00","7.7","9.1","6.5","0.5","78","0.6","153","1.3","-","1021"
"Jyväskylä lentoasema AWOS","2024","5","13","06:00","9.8","10.8","8.7","0.6","73","1","108","2","-","1020.8"
"Jyväskylä lentoasema AWOS","2024","5","13","07:00","11.6","12.7","10.1","1.4","68","2.9","223","4.5","-","1020.5"
"Jyväskylä lentoasema AWOS","2024","5","13","08:00","13.5","14.6","12.6","1.9","61","3","285","4.4","-","1020.2"
"Jyväskylä lentoasema AWOS","2024","5","13","09:00","15.1","16.3","14.3","2.4","55","3.1","333","6.8","-","1019.8"
"Jyväskylä lentoasema AWOS","2024","5","13","10:00","16.3","17.7","15.5","2.1","49","2.9","337","5.4","-","1019.4"
"Jyväskylä lentoasema AWOS","2024","5","13","11:00","17","17.7","16.3","2.5","46","3.5","18","5","-","1019"
"Jyväskylä lentoasema AWOS","2024","5","13","12:00","17.1","17.6","16.8","1.3","46","2","53","3.5","-","1018.7"
"Jyväskylä lentoasema AWOS","2024","5","13","13:00","16.9","17.2","16.7","1.7","47","2.7","108","3.6","-","1018.6"
"Jyväskylä lentoasema AWOS","2024","5","13","14:00","16.9","17.2","16.6","2.7","49","3.2","109","4.8","-","1018.6"
"Jyväskylä lentoasema AWOS","2024","5","13","15:00","16.6","16.9","16.4","3.1","50","3.4","110","4.2","-","1018.4"
"Jyväskylä lentoasema AWOS","2024","5","13","16:00","16.3","16.5","16","3","51","3.4","118","4.3","-","1018.3"
"Jyväskylä lentoasema AWOS","2024","5","13","17:00","15.9","16.1","15.7","2.9","53","3.3","131","3.9","-","1018.3"
"Jyväskylä lentoasema AWOS","2024","5","13","18:00","15.3","15.8","14.8","3","56","3.6","121","4.5","-","1018.5"
"Jyväskylä lentoasema AWOS","2024","5","13","19:00","14.2","14.7","13.9","2","61","2.3","131","2.8","-","1018.7"
"Jyväskylä lentoasema AWOS","2024","5","13","20:00","13.2","14.1","12.5","1.6","65","1.8","126","2.1","-","1019"
"Jyväskylä lentoasema AWOS","2024","5","13","21:00","11.4","12.6","10.1","0.7","75","1.4","129","1.6","-","1019.3"
"Jyväskylä lentoasema AWOS","2024","5","13","22:00","10.2","10.7","9.6","0.4","80","0.7","331","1","-","1019.5"
"Jyväskylä lentoasema AWOS","2024","5","13","23:00","9.1","10.3","8","0.4","86","0.8","309","0.9","-","1019.7"
"Jyväskylä lentoasema AWOS","2024","5","14","00:00","7.1","8.3","5.8","0.6","90","0.7","304","0.9","-","1019.9"
"Jyväskylä lentoasema AWOS","2024","5","14","01:00","6.1","7","5.3","0.6","90","0.8","305","0.9","-","1020.1"
"Jyväskylä lentoasema AWOS","2024","5","14","02:00","5","5.8","4.1","0.6","92","0.9","306","1.1","-","1020.2"
"Jyväskylä lentoasema AWOS","2024","5","14","03:00","5.4","6.5","4.5","0.3","93","0.5","202","0.7","-","1020.4"
"Jyväskylä lentoasema AWOS","2024","5","14","04:00","8","9.4","6.5","0.7","85","1.3","127","1.7","-","1020.5"
"Jyväskylä lentoasema AWOS","2024","5","14","05:00","11.5","13","9.4","1.6","73","2.2","129","2.7","-","1020.3"
"Jyväskylä lentoasema AWOS","2024","5","14","06:00","13.9","15.1","12.6","1.6","65","1.9","175","3.1","-","1020.1"
"Jyväskylä lentoasema AWOS","2024","5","14","07:00","16.2","17.4","14.7","1.7","59","2","157","4.7","-","1020"
"Jyväskylä lentoasema AWOS","2024","5","14","08:00","18","18.9","16.9","2","52","2.5","190","4.8","-","1020"
"Jyväskylä lentoasema AWOS","2024","5","14","09:00","18.8","19.7","18.1","2.2","48","3.2","218","4.9","-","1019.9"
"Jyväskylä lentoasema AWOS","2024","5","14","11:00","20.6","21.7","19.6","2.9","41","3.5","222","7","-","1019.3"
