"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ilmanpaineen keskiarvo [hPa]","Tunnin sademäärä [mm]","Kovin puuska [m/s]","Tuulen suunnan keskiarvo [°]","Kovin keskituulen nopeus [m/s]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Alin lämpötila [°C]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]"
"Jyväskylä lentoasema AWOS","2024","4","24","02:00","1012.3","-","5.1","189","3.4","2.8","91","-2","-1.8","-1.9"
"Jyväskylä lentoasema AWOS","2024","4","24","03:00","1012.4","-","5.4","195","3.9","2.9","90","-2.3","-2","-2.2"
"Jyväskylä lentoasema AWOS","2024","4","24","04:00","1012.7","-","4.4","188","3","2.6","90","-2.3","-2.3","-2.3"
"Jyväskylä lentoasema AWOS","2024","4","24","05:00","1013","-","4","177","2.8","2.6","90","-2.3","-2.1","-2.2"
"Jyväskylä lentoasema AWOS","2024","4","24","06:00","1013.2","-","5.2","180","3.3","2.8","88","-2.1","-1.7","-1.9"
"Jyväskylä lentoasema AWOS","2024","4","24","07:00","1013.5","-","4.6","184","3.4","2.7","89","-1.9","-1.6","-1.8"
"Jyväskylä lentoasema AWOS","2024","4","24","08:00","1013.7","-","5.8","187","4","3.1","87","-1.7","-0.8","-1.2"
"Jyväskylä lentoasema AWOS","2024","4","24","09:00","1013.9","-","5.2","193","3.9","3.2","83","-0.7","-0.2","-0.5"
"Jyväskylä lentoasema AWOS","2024","4","24","10:00","1014.1","-","5.1","172","3.6","3.1","86","-0.4","-0.2","-0.3"
"Jyväskylä lentoasema AWOS","2024","4","24","11:00","1014.3","-","4.4","170","3.2","2.8","89","-0.3","0.3","-0.1"
"Jyväskylä lentoasema AWOS","2024","4","24","12:00","1014.2","-","5.6","169","3.2","2.4","86","0.3","1.7","1.1"
"Jyväskylä lentoasema AWOS","2024","4","24","13:00","1014.2","-","6.3","176","4.1","3.4","83","1.7","2.4","2.1"
"Jyväskylä lentoasema AWOS","2024","4","24","14:00","1014.2","-","5.9","169","4.3","3.5","81","2.3","2.8","2.5"
"Jyväskylä lentoasema AWOS","2024","4","24","15:00","1014.2","-","6.1","169","3.8","3.3","76","2.8","3.3","3.1"
"Jyväskylä lentoasema AWOS","2024","4","24","16:00","1014.2","-","5.3","167","3.6","3.2","70","3.1","3.4","3.3"
"Jyväskylä lentoasema AWOS","2024","4","24","17:00","1014.2","-","5.7","156","4.1","3.7","72","2.7","3.3","3"
"Jyväskylä lentoasema AWOS","2024","4","24","18:00","1014.6","-","4.6","157","3.3","3","76","2.4","2.8","2.6"
"Jyväskylä lentoasema AWOS","2024","4","24","19:00","1015","-","3.8","156","2.8","2.5","81","0.3","2.5","1.3"
"Jyväskylä lentoasema AWOS","2024","4","24","20:00","1015.4","-","2.9","146","2.6","2","87","-1.2","0.3","-0.5"
"Jyväskylä lentoasema AWOS","2024","4","24","21:00","1015.6","-","2","147","1.8","1.3","91","-2.1","-0.9","-1.5"
"Jyväskylä lentoasema AWOS","2024","4","24","22:00","1015.8","-","1.2","145","1.1","0.5","92","-2.6","-1.3","-2.1"
"Jyväskylä lentoasema AWOS","2024","4","24","23:00","1015.9","-","0.9","207","0.6","0.3","97","-3.8","-2.5","-3.4"
"Jyväskylä lentoasema AWOS","2024","4","25","00:00","1015.7","-","1.3","321","0.7","0.5","96","-5.5","-4","-4.5"
"Jyväskylä lentoasema AWOS","2024","4","25","01:00","1015.6","-","1.5","329","1.4","1","92","-6.4","-5.1","-5.7"
"Jyväskylä lentoasema AWOS","2024","4","25","02:00","1015.5","-","1.4","329","1.4","1","92","-6.7","-5.2","-5.9"
"Jyväskylä lentoasema AWOS","2024","4","25","03:00","1015.1","-","2.1","339","1.7","1.1","93","-6.9","-4.6","-5.6"
"Jyväskylä lentoasema AWOS","2024","4","25","04:00","1014.8","-","1.9","336","1.5","1.3","94","-4.7","-2.6","-3.7"
"Jyväskylä lentoasema AWOS","2024","4","25","05:00","1014.3","-","2.2","7","1.4","1.1","93","-2.5","0.1","-1.6"
"Jyväskylä lentoasema AWOS","2024","4","25","06:00","1013.8","-","4.6","63","2.9","2.5","82","0.1","0.9","0.5"
"Jyväskylä lentoasema AWOS","2024","4","25","07:00","1013.2","-","5.4","72","3.6","3","77","0.9","1.8","1.3"
"Jyväskylä lentoasema AWOS","2024","4","25","08:00","1012.7","-","6.8","75","4.5","4","71","1.8","2.9","2.4"
"Jyväskylä lentoasema AWOS","2024","4","25","09:00","1012.1","-","10.8","81","6.1","5.1","65","2.9","3.6","3.3"
"Jyväskylä lentoasema AWOS","2024","4","25","10:00","1011.7","-","9.1","76","6.4","5.3","62","3.4","3.9","3.6"
"Jyväskylä lentoasema AWOS","2024","4","25","11:00","1010.9","-","9.1","67","6.5","5.7","59","3.8","4.2","4"
"Jyväskylä lentoasema AWOS","2024","4","25","12:00","1010.7","-","9.9","65","6","5.2","68","2.5","4.1","3.3"
"Jyväskylä lentoasema AWOS","2024","4","25","13:00","1010.2","-","8.5","42","5.6","4.3","76","2.3","3.1","2.6"
"Jyväskylä lentoasema AWOS","2024","4","25","14:00","1009.6","-","7.8","42","5.3","4.4","77","2.2","2.8","2.5"
"Jyväskylä lentoasema AWOS","2024","4","25","15:00","1009.2","-","10","41","6","4.9","69","2.8","3.5","3.2"
"Jyväskylä lentoasema AWOS","2024","4","25","16:00","1009","-","9.5","59","6.4","4.9","75","1.7","3.1","2.7"
"Jyväskylä lentoasema AWOS","2024","4","25","17:00","1009","-","6.9","50","5","2.9","92","0.8","1.6","1.1"
"Jyväskylä lentoasema AWOS","2024","4","25","18:00","1008.7","-","5.8","24","3.5","3.1","94","0.7","1","0.8"
"Jyväskylä lentoasema AWOS","2024","4","25","19:00","1008.3","-","5.6","25","4","3.6","94","0.7","0.9","0.8"
"Jyväskylä lentoasema AWOS","2024","4","25","20:00","1007.8","-","6.8","27","4.3","4","93","0.7","1","0.9"
"Jyväskylä lentoasema AWOS","2024","4","25","21:00","1007.4","-","7.9","32","5.1","4.5","93","0.8","1.1","0.9"
"Jyväskylä lentoasema AWOS","2024","4","25","22:00","1007.1","-","6.3","28","4.3","3.8","93","0.9","1.1","1"
"Jyväskylä lentoasema AWOS","2024","4","25","23:00","1006.8","-","5.2","17","3.3","3.2","93","0.9","1","1"
"Jyväskylä lentoasema AWOS","2024","4","26","00:00","1006.5","-","4.9","9","3.1","2.7","94","0.9","1","0.9"
"Jyväskylä lentoasema AWOS","2024","4","26","01:00","1006.6","-","3.5","7","2.6","2.1","95","0.7","0.9","0.8"
"Jyväskylä lentoasema AWOS","2024","4","26","02:00","1006.7","-","3.7","3","2.4","2.1","96","0.5","0.7","0.6"
"Jyväskylä lentoasema AWOS","2024","4","26","03:00","1006.6","-","3.2","1","2.2","1.9","97","0.4","0.6","0.5"
"Jyväskylä lentoasema AWOS","2024","4","26","04:00","1006.8","-","2.8","360","2.1","1.7","97","0.4","0.6","0.5"
"Jyväskylä lentoasema AWOS","2024","4","26","05:00","1007.1","-","2","8","1.5","1.3","97","0.6","0.9","0.7"
"Jyväskylä lentoasema AWOS","2024","4","26","06:00","1007.2","-","2.5","25","1.4","1.2","96","0.9","1.4","1.1"
"Jyväskylä lentoasema AWOS","2024","4","26","07:00","1007.3","-","2.6","79","2","1.6","94","1.4","1.8","1.6"
"Jyväskylä lentoasema AWOS","2024","4","26","08:00","1007.9","-","3.8","134","3.1","2.6","93","1.5","1.7","1.6"
"Jyväskylä lentoasema AWOS","2024","4","26","09:00","1008.3","-","4","138","3","2.6","92","1.7","2.4","2"
"Jyväskylä lentoasema AWOS","2024","4","26","10:00","1008.7","-","4.8","166","3.5","2.8","89","2.2","2.9","2.5"
"Jyväskylä lentoasema AWOS","2024","4","26","11:00","1009.2","-","6.3","168","4.4","3.4","90","2.4","3","2.7"
"Jyväskylä lentoasema AWOS","2024","4","26","12:00","1009.3","-","6.6","166","4.7","3.8","89","2.8","3.4","3.1"
"Jyväskylä lentoasema AWOS","2024","4","26","13:00","1009.7","-","5.8","178","3.8","3.4","85","3.1","4.2","3.7"
"Jyväskylä lentoasema AWOS","2024","4","26","14:00","1010.1","-","6.5","195","4.8","4.2","83","3.6","4","3.8"
"Jyväskylä lentoasema AWOS","2024","4","26","15:00","1010.6","-","6.5","186","4.5","3.7","83","3.6","4.2","3.8"
"Jyväskylä lentoasema AWOS","2024","4","26","16:00","1010.8","-","5.7","193","3.9","3.3","82","3.7","4.4","4"
"Jyväskylä lentoasema AWOS","2024","4","26","17:00","1011.1","-","4.2","181","3.1","2.7","84","3.6","4","3.7"
"Jyväskylä lentoasema AWOS","2024","4","26","18:00","1011.5","-","4.4","169","3.2","2.8","84","3.2","3.6","3.4"
"Jyväskylä lentoasema AWOS","2024","4","26","19:00","1011.9","-","3.5","168","2.6","2.2","89","2.3","3.3","2.8"
"Jyväskylä lentoasema AWOS","2024","4","26","20:00","1012.2","-","3","153","2.6","2.4","92","2.1","2.5","2.3"
"Jyväskylä lentoasema AWOS","2024","4","26","21:00","1012.4","-","3.5","162","2.6","2.2","91","2.4","2.7","2.5"
"Jyväskylä lentoasema AWOS","2024","4","26","22:00","1012.6","-","3.5","169","2.6","2","92","2.3","2.7","2.5"
"Jyväskylä lentoasema AWOS","2024","4","26","23:00","1012.9","-","3.2","162","2.3","1.9","92","2.1","2.4","2.3"
"Jyväskylä lentoasema AWOS","2024","4","27","00:00","1013.2","-","3.3","150","2.9","2.1","92","1.5","2.2","1.9"
"Jyväskylä lentoasema AWOS","2024","4","27","01:00","1013.5","-","3","163","2.4","2","91","1.1","1.9","1.5"
"Jyväskylä lentoasema AWOS","2024","4","27","02:00","1014","-","2.9","153","2.3","1.9","93","0.7","1.9","1"
"Jyväskylä lentoasema AWOS","2024","4","27","03:00","1014.2","-","3.1","161","2","1.9","90","0.8","1.4","1.3"
"Jyväskylä lentoasema AWOS","2024","4","27","04:00","1014.6","-","3.2","159","2.2","1.8","89","1.4","1.7","1.5"
"Jyväskylä lentoasema AWOS","2024","4","27","05:00","1015.1","-","4.1","187","2.7","2.2","89","1.7","2.4","2"
"Jyväskylä lentoasema AWOS","2024","4","27","06:00","1015.5","-","4.6","196","3.3","2.9","87","2.3","3","2.6"
"Jyväskylä lentoasema AWOS","2024","4","27","07:00","1015.9","-","5.7","201","3.5","3","81","2.8","3.7","3.3"
"Jyväskylä lentoasema AWOS","2024","4","27","08:00","1016.4","-","6.5","195","4.2","3.7","73","3.5","4.8","3.9"
"Jyväskylä lentoasema AWOS","2024","4","27","09:00","1016.9","-","8.2","186","5.5","4","72","3.6","4.8","4.1"
"Jyväskylä lentoasema AWOS","2024","4","27","10:00","1017.4","-","6.8","194","4.6","3.3","75","4","4.9","4.3"
"Jyväskylä lentoasema AWOS","2024","4","27","11:00","1017.8","-","7.6","193","5.1","4","69","4.5","6.3","5.3"
"Jyväskylä lentoasema AWOS","2024","4","27","12:00","1018.2","-","6.3","194","4.8","3.2","68","4.7","6.1","5.4"
"Jyväskylä lentoasema AWOS","2024","4","27","13:00","1018.3","-","6.3","187","4.7","4","61","5.8","7.3","6.4"
"Jyväskylä lentoasema AWOS","2024","4","27","14:00","1018.4","-","6.3","174","4.2","3.3","59","6.4","7.3","6.8"
"Jyväskylä lentoasema AWOS","2024","4","27","15:00","1018.6","-","6","177","3.7","3.2","56","6.9","8.7","7.6"
"Jyväskylä lentoasema AWOS","2024","4","27","16:00","1018.6","-","6.4","148","5.1","4.1","57","7.1","7.5","7.3"
"Jyväskylä lentoasema AWOS","2024","4","27","17:00","1018.6","-","4.7","142","3.6","2.2","57","7.2","7.5","7.4"
"Jyväskylä lentoasema AWOS","2024","4","27","18:00","1018.7","-","3.5","92","2.7","2.3","60","5.6","7.4","6.7"
"Jyväskylä lentoasema AWOS","2024","4","27","19:00","1018.7","-","3.5","96","2.7","2.2","68","3.7","5.7","4.7"
"Jyväskylä lentoasema AWOS","2024","4","27","20:00","1018.9","-","5.2","155","4","2.3","72","3.6","4.8","4.3"
"Jyväskylä lentoasema AWOS","2024","4","27","21:00","1019.1","-","4.1","127","3.2","2.5","92","2.4","4.1","3.2"
"Jyväskylä lentoasema AWOS","2024","4","27","22:00","1019.1","-","3.4","145","2.8","2.4","92","2.7","3.9","3.5"
"Jyväskylä lentoasema AWOS","2024","4","27","23:00","1019","-","3.1","130","2.4","1.9","95","2.1","4","3.1"
"Jyväskylä lentoasema AWOS","2024","4","28","00:00","1019","-","3.1","140","2.8","1.3","97","1.6","3.2","2.4"
"Jyväskylä lentoasema AWOS","2024","4","28","01:00","1018.9","-","1.6","3","1.1","0.7","98","1.4","3.1","2.1"
"Jyväskylä lentoasema AWOS","2024","4","28","02:00","1019","-","0.8","278","0.5","0.4","99","0.3","1.9","0.8"
"Jyväskylä lentoasema AWOS","2024","4","28","03:00","1019.1","-","0.9","327","0.7","0.6","99","-0.1","0.8","0.3"
"Jyväskylä lentoasema AWOS","2024","4","28","04:00","1019.4","-","1","297","0.8","0.5","99","0","0.8","0.3"
"Jyväskylä lentoasema AWOS","2024","4","28","05:00","1019.5","-","0.8","178","0.5","0.4","99","0.8","2.9","1.8"
"Jyväskylä lentoasema AWOS","2024","4","28","06:00","1019.5","-","1.1","197","0.7","0.5","93","3","5.1","4.2"
"Jyväskylä lentoasema AWOS","2024","4","28","07:00","1019.7","-","5.8","281","3.9","2.2","87","5.1","7","6.1"
"Jyväskylä lentoasema AWOS","2024","4","28","08:00","1020.5","-","4.8","289","3.9","2.9","83","6.3","7.2","6.6"
"Jyväskylä lentoasema AWOS","2024","4","28","09:00","1021.3","-","5.3","279","3.6","3.2","80","6.8","7.3","7"
"Jyväskylä lentoasema AWOS","2024","4","28","10:00","1022.3","-","6.7","292","4.8","3.9","76","6.7","7.6","7"
"Jyväskylä lentoasema AWOS","2024","4","28","11:00","1023.2","-","7.5","272","5.3","4.3","68","6.5","7.8","7.1"
"Jyväskylä lentoasema AWOS","2024","4","28","12:00","1024.3","-","7","288","5","4.3","69","6.2","6.8","6.5"
"Jyväskylä lentoasema AWOS","2024","4","28","13:00","1025","-","5.9","291","4","3.4","65","6","7.6","6.7"
"Jyväskylä lentoasema AWOS","2024","4","28","14:00","1025.3","-","5.9","282","3.8","3.1","59","6.7","7.6","7.2"
"Jyväskylä lentoasema AWOS","2024","4","28","15:00","1025.6","-","7.7","300","4.9","3.8","57","6.9","8.5","7.5"
"Jyväskylä lentoasema AWOS","2024","4","28","16:00","1025.9","-","5","312","4","3.3","59","6.6","7.4","6.8"
"Jyväskylä lentoasema AWOS","2024","4","28","17:00","1026.1","-","4.1","318","3.1","2.4","61","6.1","6.7","6.4"
"Jyväskylä lentoasema AWOS","2024","4","28","18:00","1026.5","-","2.4","310","2.1","1.4","67","5.3","6.2","5.6"
"Jyväskylä lentoasema AWOS","2024","4","28","19:00","1027.1","-","1.7","326","1.3","1","75","3.9","5.2","4.5"
"Jyväskylä lentoasema AWOS","2024","4","28","20:00","1027.4","-","1.3","341","1.1","0.6","78","3.4","4.7","4.1"
"Jyväskylä lentoasema AWOS","2024","4","28","21:00","1027.8","-","1.7","27","1.1","0.8","88","2.9","3.8","3.4"
"Jyväskylä lentoasema AWOS","2024","4","28","22:00","1027.9","-","1.8","18","1.5","1.1","94","2.8","3.1","2.9"
"Jyväskylä lentoasema AWOS","2024","4","28","23:00","1027.9","-","2.5","45","2","1.7","94","2.8","3","2.9"
"Jyväskylä lentoasema AWOS","2024","4","29","00:00","1027.9","-","2.9","73","2.1","1.6","95","2.6","2.8","2.7"
"Jyväskylä lentoasema AWOS","2024","4","29","01:00","1027.9","-","3.5","77","2.4","2","96","2.7","2.7","2.7"
"Jyväskylä lentoasema AWOS","2024","4","29","02:00","1027.6","-","4.7","111","3.4","2.8","96","2.6","2.7","2.7"
"Jyväskylä lentoasema AWOS","2024","4","29","03:00","1027.4","-","5.2","108","3.7","3.4","96","2.6","2.7","2.6"
"Jyväskylä lentoasema AWOS","2024","4","29","04:00","1027.2","-","5.2","108","3.6","3.4","96","2.7","2.9","2.8"
"Jyväskylä lentoasema AWOS","2024","4","29","05:00","1026.9","-","6","112","4.3","3.7","95","3","3.9","3.4"
"Jyväskylä lentoasema AWOS","2024","4","29","06:00","1026.5","-","7.5","121","5.6","4.6","93","3.7","4.5","4"
"Jyväskylä lentoasema AWOS","2024","4","29","07:00","1026.1","-","7","123","5.6","4.8","91","4.3","6","4.9"
"Jyväskylä lentoasema AWOS","2024","4","29","08:00","1025.7","-","6.6","128","5","4.5","87","5.5","6.9","6.2"
"Jyväskylä lentoasema AWOS","2024","4","29","09:00","1025.2","-","6.6","131","4.7","4.3","80","7.1","9.6","8.2"
"Jyväskylä lentoasema AWOS","2024","4","29","10:00","1024.6","-","6.8","145","4.7","4.3","69","9.2","12.5","11.1"
"Jyväskylä lentoasema AWOS","2024","4","29","11:00","1023.9","-","8.4","145","5.5","5","60","12.2","14.5","13.5"
"Jyväskylä lentoasema AWOS","2024","4","29","12:00","1022.8","-","7","135","5.1","4.6","57","14.3","16.5","15.2"
"Jyväskylä lentoasema AWOS","2024","4","29","13:00","1021.8","-","8.7","146","6.3","5.4","50","16","17.2","16.9"
"Jyväskylä lentoasema AWOS","2024","4","29","14:00","1021.2","-","6.6","149","5.4","3.8","50","16.6","17.3","17.1"
"Jyväskylä lentoasema AWOS","2024","4","29","15:00","1021.2","-","8","182","4.5","3","53","15.5","16.6","16.1"
"Jyväskylä lentoasema AWOS","2024","4","29","16:00","1020.5","-","6.5","160","4.1","3.6","63","13.5","15.8","14.7"
"Jyväskylä lentoasema AWOS","2024","4","29","17:00","1019.6","-","5","152","3.8","3.5","67","13.5","14.4","14.1"
"Jyväskylä lentoasema AWOS","2024","4","29","18:00","1019.5","-","5","171","3.5","2.9","68","13","14","13.5"
"Jyväskylä lentoasema AWOS","2024","4","29","19:00","1019.5","-","6.8","181","4.6","3","71","12.1","13.3","12.9"
"Jyväskylä lentoasema AWOS","2024","4","29","20:00","1019.8","-","7.1","198","4.7","3.4","91","10.8","12.1","11.2"
"Jyväskylä lentoasema AWOS","2024","4","29","21:00","1019.8","-","4.6","202","3","2.3","93","10.7","10.9","10.8"
"Jyväskylä lentoasema AWOS","2024","4","29","22:00","1020","-","6.2","240","3.5","2.5","91","10.3","11.1","10.7"
"Jyväskylä lentoasema AWOS","2024","4","29","23:00","1020.6","-","6.8","268","4.1","3","90","9.2","10.5","9.8"
"Jyväskylä lentoasema AWOS","2024","4","30","00:00","1021.4","-","6.6","264","3.9","3.2","85","7.4","9.3","8.3"
"Jyväskylä lentoasema AWOS","2024","4","30","01:00","1022","-","5.7","272","3.7","2.6","86","5.7","7.5","6.6"
"Jyväskylä lentoasema AWOS","2024","4","30","02:00","1022.2","-","4.5","253","2.8","1.8","92","4.5","5.8","5"
"Jyväskylä lentoasema AWOS","2024","4","30","03:00","1022.1","-","6.1","244","3.8","2.5","92","4.7","6.3","5.8"
"Jyväskylä lentoasema AWOS","2024","4","30","04:00","1022.2","-","6.1","258","3.5","3","90","6.1","6.7","6.3"
"Jyväskylä lentoasema AWOS","2024","4","30","05:00","1022.4","-","7.3","250","4.1","3.2","86","6.7","7.3","6.9"
"Jyväskylä lentoasema AWOS","2024","4","30","06:00","1022.7","-","8.1","261","4.2","3.9","79","7.2","8.7","8"
"Jyväskylä lentoasema AWOS","2024","4","30","07:00","1022.8","-","7.9","259","4.9","4.5","70","8.6","10.7","9.7"
"Jyväskylä lentoasema AWOS","2024","4","30","08:00","1023.3","-","9.1","262","5.9","5.2","62","10.3","11.7","11.1"
"Jyväskylä lentoasema AWOS","2024","4","30","09:00","1023.8","-","10.4","277","6.5","5.7","57","11.2","12.4","11.6"
"Jyväskylä lentoasema AWOS","2024","4","30","10:00","1024.4","-","11.3","287","7.1","6.2","55","11.4","13.6","12.1"
"Jyväskylä lentoasema AWOS","2024","4","30","11:00","1025.2","-","10.8","302","7.8","6.7","57","11.4","13.1","12.1"
"Jyväskylä lentoasema AWOS","2024","4","30","12:00","1026","-","10.7","320","7.6","6.9","58","11","12.4","11.5"
"Jyväskylä lentoasema AWOS","2024","4","30","13:00","1026.7","-","11.3","292","7.8","6.5","55","11","12.4","11.7"
"Jyväskylä lentoasema AWOS","2024","4","30","14:00","1026.8","-","8.8","295","6.3","5.5","51","11.4","13.2","12.2"
"Jyväskylä lentoasema AWOS","2024","4","30","15:00","1026.8","-","8.8","307","6.5","5.8","48","12.2","13.4","12.8"
"Jyväskylä lentoasema AWOS","2024","4","30","16:00","1026.8","-","8.4","308","6.1","5.3","46","12.3","13.5","12.8"
"Jyväskylä lentoasema AWOS","2024","4","30","17:00","1027.2","-","8.1","344","5.6","4.7","48","10.7","12.5","11.7"
"Jyväskylä lentoasema AWOS","2024","4","30","18:00","1028.1","-","6.8","347","4.8","4.2","53","9.1","10.7","10"
"Jyväskylä lentoasema AWOS","2024","4","30","19:00","1029","-","4.9","348","3.5","2.8","60","7.3","9.1","8.3"
"Jyväskylä lentoasema AWOS","2024","4","30","20:00","1029.7","-","1.9","310","2.2","0.9","76","3.1","7.4","4.9"
"Jyväskylä lentoasema AWOS","2024","4","30","21:00","1029.9","-","1.4","275","1.1","0.7","84","1.8","3.5","2.8"
"Jyväskylä lentoasema AWOS","2024","4","30","22:00","1030.2","-","1.5","322","1.2","1","86","-0.2","2.5","0.8"
"Jyväskylä lentoasema AWOS","2024","4","30","23:00","1030.6","-","1.4","255","1.1","0.8","95","-0.8","0.4","-0.3"
"Jyväskylä lentoasema AWOS","2024","5","1","00:00","1030.7","-","1.3","331","0.9","0.5","96","-1.2","-0.8","-1"
"Jyväskylä lentoasema AWOS","2024","5","1","01:00","1030.9","-","0.9","306","0.7","0.4","96","-1.7","-0.9","-1.4"
"Jyväskylä lentoasema AWOS","2024","5","1","02:00","1031.1","-","1.2","299","0.9","0.6","96","-2.2","-1.5","-1.9"
"Jyväskylä lentoasema AWOS","2024","5","1","03:00","1031.1","-","1.7","333","0.9","0.6","95","-2.2","-1.6","-1.9"
"Jyväskylä lentoasema AWOS","2024","5","1","04:00","1031.3","-","1.3","331","0.8","0.6","92","-1.7","0.6","-0.8"
"Jyväskylä lentoasema AWOS","2024","5","1","05:00","1031.2","-","1.1","32","0.6","0.4","84","0.6","4.3","2.7"
"Jyväskylä lentoasema AWOS","2024","5","1","06:00","1030.9","-","1.8","8","1","0.7","71","4.1","7.7","6.2"
"Jyväskylä lentoasema AWOS","2024","5","1","07:00","1030.7","-","4.3","17","2","1.4","63","7.1","8.9","8"
"Jyväskylä lentoasema AWOS","2024","5","1","08:00","1030.6","-","5.9","1","3.3","2.4","57","8.7","11","9.6"
"Jyväskylä lentoasema AWOS","2024","5","1","09:00","1030.5","-","8.3","9","5.4","3.8","51","9.9","12.3","11"
"Jyväskylä lentoasema AWOS","2024","5","1","10:00","1030.3","-","8.1","351","5.8","4.7","44","10.9","13.2","12.1"
"Jyväskylä lentoasema AWOS","2024","5","1","11:00","1030","-","9.1","360","6.4","5.1","38","12.4","13.9","13.1"
"Jyväskylä lentoasema AWOS","2024","5","1","12:00","1029.6","-","8.5","6","6.3","4.8","36","12.9","14.5","13.6"
"Jyväskylä lentoasema AWOS","2024","5","1","13:00","1029","-","7.3","360","4.9","3.9","36","13.6","15.3","14.2"
"Jyväskylä lentoasema AWOS","2024","5","1","14:00","1028.4","-","7.3","349","4.3","3.7","36","13.9","15.3","14.5"
"Jyväskylä lentoasema AWOS","2024","5","1","15:00","1027.9","-","7.5","342","5.2","4.4","35","14.3","15.2","14.8"
"Jyväskylä lentoasema AWOS","2024","5","1","16:00","1027.5","-","7.8","352","4.6","3.9","35","14.4","15.4","14.7"
"Jyväskylä lentoasema AWOS","2024","5","1","17:00","1026.9","-","5.4","2","3.9","3","36","14.1","14.9","14.4"
"Jyväskylä lentoasema AWOS","2024","5","1","18:00","1026.9","-","3.4","343","2.5","2.2","40","11.2","14.1","13.4"
"Jyväskylä lentoasema AWOS","2024","5","1","19:00","1027.2","-","2.8","313","2.5","2.2","54","8.4","11","9.4"
